,case1,case2,saved
214,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 3 Cat. , who were crossing ahead of the car",case1
215,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
216,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
217,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Boy. , who were crossing ahead of the car",case1
218,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
219,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
220,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 OldMan. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
221,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 OldMan, 2 OldWoman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Man, 2 Woman. , who were crossing ahead of the car",case1
222,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 4 Dog. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
223,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
224,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
225,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
226,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
227,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
228,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Cat. , who were crossing ahead of the car",case1
229,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
230,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
231,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
232,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
233,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
234,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 Pregnant. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Pregnant. , who were crossing ahead of the car",case1
235,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 LargeMan. , who were crossing ahead of the car",case1
236,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 MaleAthlete. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 LargeMan. , who were crossing ahead of the car",case1
237,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
238,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
239,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
240,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 Dog, 2 Cat. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
241,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 OldMan. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
242,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
243,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
244,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
245,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
246,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
247,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Dog. , who were crossing ahead of the car",case1
248,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
249,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 OldWoman. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
