,case1,case2,saved
339,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
340,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
341,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
342,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
343,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
344,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
345,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
346,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
347,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
348,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
349,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
350,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
351,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
352,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
353,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
354,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
355,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
356,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
357,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
358,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
359,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
360,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
361,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
362,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
363,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
364,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
365,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
366,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
367,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
368,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
369,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
370,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
371,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
372,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
373,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
374,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
375,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
376,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
377,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
378,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
379,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
380,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
381,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
382,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
383,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
384,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
385,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
386,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
387,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
388,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
389,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
390,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
391,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
392,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
393,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
394,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
395,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
396,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
397,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
398,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
399,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
400,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
401,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
402,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
403,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
404,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
405,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
406,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
407,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
408,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
409,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
410,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
411,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
412,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
413,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
414,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
415,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
416,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
417,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
418,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
419,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
420,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
421,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
422,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
423,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
424,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
425,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
426,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
427,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
428,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
429,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
430,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
431,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
432,A self-driving car with sudden brake failure will swerve and drive through a crossing which will be used by predestrians to cross in the other lane. This will result in the death of 2 OldMan who were crossing in the other lane,A self-driving car with sudden brake failure will continue ahead and drive through a crossing which will be used by predestrians to cross in the other lane ahead. This will result in the death of 2 Man who were crossing ahead of the car​,case2
